주소,상세주소,대분류코드,중분류코드,소분류코드,등록일시,대표이미지,썸네일이미지,경도,위도,수정일시,전화번호,관광지명,우편번호,관광유형1,관광유형2,관광유형3,관광유형명,읍면동,이미지여부
경상북도 영주시 대학로240번길 8,,,,,2015-07-16,https://tong.visitkorea.or.kr/cms/resource/39/2017239_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/39/2017239_image3_1.JPG,128.605691688014,36.8165624326559,2026-02-25,054-634-1000,영주온천관광호텔,36136.0,AC,AC04,AC040100,숙박,가흥동,Y
경상북도 영주시 대학로240번길 6 (가흥동),,A02,A0202,A02020300,2023-11-02,http://tong.visitkorea.or.kr/cms/resource/25/3412625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3412625_image3_1.jpg,128.6052903736,36.816723481,2025-08-11,,영주온천랜드,36136.0,EX,EX05,EX050100,관광지,가흥동,Y
,,C01,C0114,C01140001,2014-08-26,,,128.4570839255,36.919994964,2023-08-08,,영주의 온천과 풍기 인삼을 체험하다,,C01,C0114,C01140001,여행코스,,N
경상북도 영주시 선비로79번길 9 (휴천동),,A04,A0401,A04010100,2003-04-16,http://tong.visitkorea.or.kr/cms/resource/19/3034619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3034619_image3_1.jpg,128.6228306039,36.8123548679,2025-08-05,,"영주장 / 신영주번개시장 (5, 10일)",36115.0,SH,SH06,SH060100,쇼핑,순흥면,Y
경상북도 영주시 가흥로2번길 223,,,,,2012-12-07,https://tong.visitkorea.or.kr/cms/resource/76/4011176_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/76/4011176_image3_1.jpg,128.594098986966,36.794995360044,2026-04-14,,영주청정한우식육식당,36142.0,FD,FD01,FD010100,음식점,영주동,Y
경상북도 영주시 한정로 10,,A05,A0502,A05020100,2022-08-23,http://tong.visitkorea.or.kr/cms/resource/69/2841469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2841469_image3_1.jpg,128.6084348744,36.8051609754,2025-09-18,,영주축협한우프라자 본점,36142.0,FD,FD01,FD010100,음식점,영주동,Y
경상북도 영주시 풍기읍 풍기로 57-21,,,,,2025-01-13,https://tong.visitkorea.or.kr/cms/resource/88/3467688_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/88/3467688_image3_1.jpg,128.52446792466824,36.8700762443096,2026-03-19,,영주칠향계,36028.0,FD,FD01,FD010100,음식점,풍기읍,Y
경상북도 영주시 중앙로63번길 41-10 (영주동),,A02,A0201,A02010800,2007-12-19,http://tong.visitkorea.or.kr/cms/resource/36/3572436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3572436_image3_1.jpg,128.6215470622,36.8234008009,2025-12-02,,영주포교당,36098.0,HS,HS03,HS030100,관광지,영주동,Y
경상북도 영주시 명륜길 76,,A02,A0201,A02010700,2007-02-23,http://tong.visitkorea.or.kr/cms/resource/59/3538859_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/3538859_image3_1.JPG,128.6293322607,36.8308834242,2025-09-17,,영주향교,36068.0,HS,HS01,HS010900,관광지,영주동,Y
경상북도 영주시 평은면 강동로 26,,,,,2021-02-19,https://tong.visitkorea.or.kr/cms/resource/24/4010324_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4010324_image3_1.jpg,128.659997680924,36.717352776411,2026-02-03,,영주호오토캠핑장,36174.0,AC,AC05,AC050200,레포츠,평은면,Y
경상북도 영주시 평은면 수변로 108,,A02,A0202,A02020700,2021-10-26,http://tong.visitkorea.or.kr/cms/resource/18/3332818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3332818_image3_1.jpg,128.6726924845,36.7289181352,2025-03-06,,영주호용마루공원,36174.0,VE,VE03,VE030100,관광지,평은면,Y
경상북도 영주시 평은면 천본리 55-1,,A02,A0201,A02010700,2014-10-22,http://tong.visitkorea.or.kr/cms/resource/16/3539016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3539016_image3_1.JPG,128.7329187037,36.7888985237,2025-09-17,,오계서원,36174.0,HS,HS01,HS010900,관광지,평은면,Y
경상북도 영주시 대동로103번길 31-32 (가흥동),,A02,A0201,A02010700,2014-10-22,http://tong.visitkorea.or.kr/cms/resource/44/3401044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3401044_image3_1.jpg,128.6123591678,36.8173985371,2025-03-17,,오산서원,36134.0,HS,HS01,HS010900,관광지,대동,Y
경상북도 영주시 대학로 35 (휴천동),,,,,2024-04-11,https://tong.visitkorea.or.kr/cms/resource/47/4028047_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/47/4028047_image3_1.jpg,128.620501098413,36.8089999782787,2026-03-17,,올리브영 경북영주역점,36126.0,SH,SH04,SH040300,쇼핑,가흥동,Y
경상북도 영주시 구성로350번길 29 (영주동),,,,,2025-10-24,https://tong.visitkorea.or.kr/cms/resource/48/4028048_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/48/4028048_image3_1.png,128.624207043128,36.8242676150922,2026-03-19,,올리브영 경북영주점,36075.0,SH,SH04,SH040300,쇼핑,영주동,Y
경상북도 영주시 대학로 241 (가흥동),,,,,2025-10-24,https://tong.visitkorea.or.kr/cms/resource/50/4028050_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/50/4028050_image3_1.png,128.604498733986,36.8171310323708,2026-03-19,,올리브영 영주가흥점,36137.0,SH,SH04,SH040300,쇼핑,가흥동,Y
경상북도 영주시 선비로 93,,,,,2012-12-27,,,128.622762376868,36.8132770424842,2026-02-25,,우미회초밥,36115.0,FD,FD02,FD020200,음식점,순흥면,N
경상북도 영주시 풍기읍 죽령로1360번길 289,(풍기읍),A02,A0201,A02010800,2007-12-24,http://tong.visitkorea.or.kr/cms/resource/96/3403596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3403596_image3_1.jpg,128.4760022084,36.9018501789,2025-07-21,,유석사(영주),36020.0,HS,HS03,HS030100,관광지,풍기읍,Y
경상북도 영주시 장수면 용주로342번길 11-20,,A02,A0201,A02010700,2014-10-23,http://tong.visitkorea.or.kr/cms/resource/52/3401052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3401052_image3_1.jpg,128.5445800952,36.7832400608,2025-03-17,,의산서원,36144.0,HS,HS01,HS010900,관광지,장수면,Y
경상북도 영주시 이산면 내림로 106-43,,A02,A0201,A02010700,2014-10-23,http://tong.visitkorea.or.kr/cms/resource/61/3401061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3401061_image3_1.jpg,128.7010346557,36.8154198841,2025-03-17,,이산서원,36170.0,HS,HS01,HS010900,관광지,이산면,Y
경상북도 영주시 풍기읍 죽령로 1378,,A02,A0206,A02060100,2016-08-30,,,128.479688454,36.8859048546,2025-12-18,,인삼박물관,36020.0,VE,VE07,VE070100,문화시설,풍기읍,N
경상북도 영주시 안정면 신재로 515,,,,,2012-12-06,,,128.558781445695,36.8448775768721,2026-02-24,,자연식당,36050.0,FD,FD01,FD010100,음식점,안정면,N
경상북도 영주시 장수면 충효로2032번길 46,,A02,A0202,A02020600,2003-11-13,http://tong.visitkorea.or.kr/cms/resource/03/3401003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3401003_image3_1.jpg,128.5614263385,36.7652229961,2025-03-17,,장수조이월드,36146.0,VE,VE02,VE020100,관광지,장수면,Y
경상북도 영주시 원당로163번길 24 (하망동),,A05,A0502,A05020100,2012-12-07,,,128.6289602157,36.8259534262,2025-12-15,,전통묵집식당,36081.0,FD,FD01,FD010100,음식점,영주동,N
경상북도 영주시 가흥동,,A02,A0201,A02010700,2023-08-17,http://tong.visitkorea.or.kr/cms/resource/46/2998346_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/2998346_image3_1.JPG,128.61614207,36.8206149068,2025-08-12,,제민루,36139.0,HS,HS01,HS011000,관광지,가흥동,Y
경상북도 영주시 지천로143번길 2,,,,,2012-12-27,,,128.618651661456,36.8131714211257,2026-02-24,,제주복집,36112.0,FD,FD01,FD010100,음식점,영주동,N
경상북도 영주시 선비로 95-1,,,,,2012-12-27,,,128.622695711727,36.8134409103982,2026-02-25,,제주회초밥,36115.0,FD,FD02,FD020200,음식점,순흥면,N
,,C01,C0113,C01130001,2014-08-26,http://tong.visitkorea.or.kr/cms/resource/58/689058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/689058_image3_1.jpg,128.5800894438,36.9254188823,2023-08-09,,조용한 영주의 서원과 고찰을 찾아서,,C01,C0113,C01130001,여행코스,,Y
경상북도 영주시 부석면 영부로 875,,A03,A0302,A03021700,2021-10-26,http://tong.visitkorea.or.kr/cms/resource/01/2799301_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2799301_image3_1.jpg,128.6681059833,37.0400212899,2025-10-23,,주막거리캠프,36000.0,AC,AC05,AC050100,레포츠,부석면,Y
경상북도 영주시 문수면 무섬로 238-8,,B02,B0201,B02011600,2019-05-03,,,128.6194442537,36.7355747033,2024-11-27,,주실고택,36173.0,AC,AC03,AC030200,숙박,문수면,N
경상북도 영주시 안정면 용주로1364번길 12,,A02,A0203,A02030400,2021-07-09,http://tong.visitkorea.or.kr/cms/resource/39/2820539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2820539_image2_1.jpg,128.5509833438,36.8428666846,2025-08-08,,주티스트,36050.0,EX,EX07,EX070200,관광지,안정면,Y
경상북도 영주시 순흥면 배점리,,A01,A0101,A01010900,2004-02-17,http://tong.visitkorea.or.kr/cms/resource/62/3572462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3572462_image3_1.jpg,128.5269242588,36.942149293,2025-12-02,,죽계구곡,36012.0,,NA01,NA010400,관광지,순흥면,Y
경상북도 영주시 풍기읍 수철리,산86-2번지 등,A01,A0101,A01010500,2023-08-18,http://tong.visitkorea.or.kr/cms/resource/89/3002689_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/89/3002689_image3_1.JPG,128.4429585021,36.882490667,2025-07-21,,죽령옛길,36020.0,VE,VE04,VE040300,관광지,풍기읍,Y
경상북도 영주시 평은면 용혈리 1106,,A02,A0201,A02010800,2008-02-22,http://tong.visitkorea.or.kr/cms/resource/43/3531143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3531143_image3_1.jpg,128.651194904,36.7115280515,2025-09-09,,진월사(영주),36174.0,HS,HS03,HS030100,관광지,평은면,Y
경상북도 영주시 지천로 135,,,,,2012-12-27,,,128.618696127656,36.8122909722756,2026-02-24,,차이나,36112.0,FD,FD02,FD020100,음식점,영주동,N
경상북도 영주시 번영로 173,,,,,2012-12-27,,,128.624450715485,36.826442158461,2026-02-25,,참나무생고기숯불구이,36074.0,FD,FD01,FD010100,음식점,가흥동,N
경상북도 영주시 문수면 무섬로180번길 16,,,,,2024-11-11,https://tong.visitkorea.or.kr/cms/resource/69/3410969_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/69/3410969_image3_1.jpg,128.61474287232937,36.73082524576468,2026-03-30,,천지인 전통사상체험관,36173.0,EX,EX01,EX010100,관광지,문수면,Y
경상북도 영주시 순흥면 죽계로315번길 330,,A02,A0201,A02010800,2004-02-17,http://tong.visitkorea.or.kr/cms/resource/00/3403500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3403500_image3_1.jpg,128.5263881487,36.9437490994,2025-10-23,,초암사(영주),36012.0,HS,HS03,HS030100,관광지,순흥면,Y
경상북도 영주시 신재로 685,,A05,A0502,A05020200,2022-08-04,http://tong.visitkorea.or.kr/cms/resource/32/2832232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2832232_image3_1.jpg,128.5444836035,36.8538569698,2025-08-26,,"카페, 선비꽃",36050.0,FD,FD02,FD020300,음식점,영주동,Y
경상북도 영주시 번영로 154 태극당,,A05,A0502,A05020900,2022-08-04,http://tong.visitkorea.or.kr/cms/resource/58/2832258_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2832258_image3_1.jpg,128.6251244736,36.8250173501,2025-08-26,,태극당,36075.0,FD,FD03,FD030100,음식점,가흥동,Y
경상북도 영주시 봉현면 신재로 846,,A02,A0204,A02040800,2016-12-22,,,128.5307179007,36.8629223383,2025-07-28,,풍기인견 홍보전시관,36044.0,EX,EX06,EX061000,관광지,봉현면,N
경상북도 영주시 봉현면 신재로 846,,,,,2026-02-03,https://tong.visitkorea.or.kr/cms/resource/86/4010086_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/4010086_image3_1.jpg,128.530733369506,36.8629228111078,2026-04-15,,풍기인견홍보전시관,36044.0,VE,VE07,VE070300,문화시설,봉현면,Y
경상북도 영주시 풍기읍 소백로 1933,,A05,A0502,A05020100,2005-07-28,,,128.5359950072,36.8697855399,2025-03-19,054-635-2382,풍기인삼갈비,36038.0,FD,FD01,FD010100,음식점,풍기읍,N
경상북도 영주시 봉현면 소백로 1653,,A05,A0502,A05020100,2012-12-26,,,128.5260187264,36.8490044003,2025-03-14,054-636-6900,풍기인삼삼계탕,36045.0,FD,FD01,FD010100,음식점,봉현면,N
경상북도 영주시 풍기읍 인삼로 8,,,,,2003-11-19,https://tong.visitkorea.or.kr/cms/resource/36/3513836_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/3513836_image3_1.jpg,128.523592314464,36.8729790805993,2026-03-18,054-636-7948,풍기인삼시장,36024.0,SH,SH06,SH060200,쇼핑,풍기읍,Y
경상북도 영주시 풍기읍 기주로76번길 16,,A04,A0401,A04010100,2003-04-16,http://tong.visitkorea.or.kr/cms/resource/63/3554363_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/63/3554363_image3_1.JPG,128.5279012708,36.8702908851,2025-10-23,,풍기중앙시장,36035.0,SH,SH06,SH060100,쇼핑,풍기읍,Y
경상북도 영주시 풍기읍 금계로 104,,A02,A0201,A02010700,2014-10-10,http://tong.visitkorea.or.kr/cms/resource/30/3401030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3401030_image3_1.jpg,128.5253900551,36.8815506581,2025-03-17,,풍기향교,36023.0,HS,HS01,HS010900,관광지,풍기읍,Y
경상북도 영주시 풍기읍 인삼로 1-1,,A05,A0502,A05020100,2012-12-05,,,128.5244070485,36.8733515797,2025-07-28,054-636-3224,한결청국장전문,36025.0,FD,FD01,FD010100,음식점,풍기읍,N
경상북도 영주시 순흥면 소백로 2806,,B02,B0201,B02010100,2019-04-24,,,128.5813724501,36.9326514102,2024-11-27,010-7302-8484,한국선비문화수련원,36013.0,AC,AC01,AC010100,숙박,순흥면,N
경상북도 영주시 원당로 17 (가흥동),,A05,A0502,A05020100,2012-12-27,,,128.6180836606,36.8172958795,2025-12-15,,한양삼계탕,36101.0,FD,FD01,FD010100,음식점,영주동,N
경상북도 영주시 대학로 29 (휴천동),,,,,2022-11-01,https://tong.visitkorea.or.kr/cms/resource/42/4043942_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/42/4043942_image3_1.JPG,128.621289403213,36.8091442048025,2026-03-27,,홈플러스 영주점,36126.0,SH,SH04,SH040300,쇼핑,가흥동,Y
경상북도 영주시 장수면 화계길 71,,,,,2012-05-03,,,128.575176551737,36.7692564267361,2026-02-09,,화기리인동장씨종택,36146.0,HS,HS01,HS010400,관광지,장수면,N
경상북도 영주시 조암로 11,,,,,2012-12-07,,,128.631561918378,36.8003509867184,2026-02-25,,황소걸음식당,36157.0,FD,FD01,FD010100,음식점,영주동,N
경상북도 영주시 풍기읍 기주로 46,,A05,A0502,A05020100,2022-02-23,,,128.530562192,36.8686744536,2025-12-15,,황토골인삼불고기,36035.0,FD,FD01,FD010100,음식점,풍기읍,N
경상북도 영주시 풍기읍 소백로 2156,,,,,2012-12-05,,,128.540801320691,36.8885219822203,2026-02-25,,횡재먹거리한우,36041.0,FD,FD01,FD010100,음식점,풍기읍,N
경상북도 영주시 영주로 211 (영주동),,,,,2020-04-02,https://tong.visitkorea.or.kr/cms/resource/17/3517917_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/3517917_image3_1.jpg,128.622902,36.826321,2026-03-13,,후생시장,36077.0,SH,SH06,SH060200,쇼핑,영주동,Y
경상북도 영주시 이산면 이산로 390-40,,A02,A0201,A02010800,2003-12-24,http://tong.visitkorea.or.kr/cms/resource/49/3531149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3531149_image3_1.jpg,128.6716537098,36.8232906494,2025-09-09,,흑석사(영주),36170.0,HS,HS03,HS030100,관광지,이산면,Y
경상북도 영주시 대학로 92 흥부가 (대학서점),,,,,2022-02-18,,,128.614502226999,36.8074386978021,2026-02-26,,흥부가,36124.0,FD,FD01,FD010100,음식점,가흥동,N
경상북도 영주시 순흥면 순흥로 50,,A05,A0502,A05020100,2012-12-05,,,128.5768733862,36.9144173057,2025-12-15,,흥주식당,36016.0,FD,FD01,FD010100,음식점,순흥면,N
경상북도 영주시 풍기읍 죽령로1720번길 278,,A01,A0101,A01010900,2019-06-19,http://tong.visitkorea.or.kr/cms/resource/86/3403586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3403586_image3_1.jpg,128.456742288,36.9200449519,2025-07-21,,희방계곡,36020.0,,NA01,NA010400,관광지,풍기읍,Y
경상북도 영주시 풍기읍 수철리,산1-1,,,,2004-02-17,https://tong.visitkorea.or.kr/cms/resource/30/3513830_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/30/3513830_image3_1.jpg,128.457,36.92,2026-03-13,,희방사(영주),36020.0,HS,HS03,HS030100,관광지,풍기읍,Y
경상북도 영주시 풍기읍 수철리,,,,,2003-09-25,https://tong.visitkorea.or.kr/cms/resource/63/3510063_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/3510063_image3_1.jpg,128.458,36.9178,2026-03-12,"054-638-6196, 6796",희방폭포,36020.0,,NA01,NA010300,관광지,풍기읍,Y
,,C01,C0115,C01150001,2013-12-14,http://tong.visitkorea.or.kr/cms/resource/54/1614854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1614854_image3_1.jpg,128.6213025371,36.7316057476,2023-08-09,,2천년의 역사를 간직한 오래된 옛길을 걷다,,C01,C0115,C01150001,여행코스,,Y
경상북도 영주시 선비세상로 1 선비세상,,A02,A0202,A02020600,2023-04-10,http://tong.visitkorea.or.kr/cms/resource/51/3588851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3588851_image3_1.jpg,128.5853499251,36.930865579,2025-12-26,,K문화테마파크 선비세상,36013.0,VE,VE02,VE020100,관광지,영주동,Y
경상북도 영주시 번영로173번길 10,,A05,A0502,A05020100,2019-10-24,http://tong.visitkorea.or.kr/cms/resource/54/2630254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2630254_image2_1.jpg,128.6240467385,36.8268698954,2025-11-26,054-6311-1437,[백년가게]축산본점식육식당(축산회관),36074.0,FD,FD01,FD010100,음식점,가흥동,Y
